Título da Vaga,Empresa,Local,Salário,Tipo do Contrato,Modalidade,Benefícios,Requisitos,Descrição da Vaga,Link da Vaga,Data da Coleta,Fonte,Data da Vaga,Palavra-chave Busca
Senior Fullstack Software Engineer - São Paulo (Contract),First Help Financial,"São Paulo, SP",R$ 25.000 por ano,N/A,Modelo Híbrido,N/A,"Design, develop, and maintain back-end applications using Java (Spring Boot), Python, AWS. | Deal with both serverless and server-based applications understanding what comes into account when using each one. | Build and manage RESTful APIs for seamless data exchange between front-end and back-end systems. | Design and optimize SQL/NoSQL databases (MongoDB, Redis, OracleDB preferred). | Implement and manage real-time data streaming using AWS Kinesis Data Streams (KDS). | Write clean, well-documented, and testable code to ensure high quality and maintainability. | Work independently with minimal supervision and collaborative, thriving in an ambiguous and fast-paced environment on a high performance team. | Stay up-to-date with modern technologies considering best practices like SOLID, Clean Code. | Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field required. | A minimum of 7+ years of technology development. | Strong proficiency in Java, Python or any JVM-based language. | Proficiency with front-end technologies such as HTML, CSS, Javascript and React is highly desirable. | Solid understanding of RESTful API design and development. | Experience with both SQL/NoSQL databases (MongoDB, Redis, OracleDB preferred). | Experience with AWS services (ex: EC2, S3, Lambda, API Gateway, SQS, RDS). | Experience with AWS Kinesis Data Streams (KDS). | Experience with testing tools like JUnit, unittest and mock tools like Mockito, MagicMock and so on. | Excellent problem-solving and debugging skill","First Help Financial (FHF) is a fast-growing and culturally diverse company in the U.S. We provide auto loans to the underserved and care for our customers and partners with exceptional service. Through flexible financing options and tri-lingual support, we offer consumers an easier way to finance their first car. We lend to and support our portfolio which has consistently grown 30%+ each year over the last nine years.Here you will find hard-working colleagues who come from over 20 countries. We hold ourselves to the highest standards of professionalism but also enjoy our work. Our culture and benefits are geared towards making you successful in life and comfortable at work.Your Title:Software EngineerYour Location:Hybrid/Brazil HQ address - Nações Unidas 12901 - São Paulo - SP (required to go to the office two days a week)You Report To:Engineering ManagerYour compensation:A starting salary of $25,000 BRL or more, depending upon experienceLearn more about our awesomeEngineering teamAbout the Opportunity:First Help Financial, recently voted as a ""Great Place to Work"" for the fifth year in a row is seeking a Software Engineer to join our highly skilled and innovative team. First Help Financial is embarking on a new growth phase involving multiple game-changing projects.What you will do:Your responsibilities include but are not limited to:Design, develop, and maintain back-end applications using Java (Spring Boot), Python, AWS.Deal with both serverless and server-based applications understanding what comes into account when using each one.Build and manage RESTful APIs for seamless data exchange between front-end and back-end systems.Design and optimize SQL/NoSQL databases (MongoDB, Redis, OracleDB preferred).Implement and manage real-time data streaming using AWS Kinesis Data Streams (KDS).Write clean, well-documented, and testable code to ensure high quality and maintainability.Work independently with minimal supervision and collaborative, thriving in an ambiguous and fast-paced environment on a high performance team.Stay up-to-date with modern technologies considering best practices like SOLID, Clean Code.Be a team player.What you bring:Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field required.A minimum of 7+ years of technology development.Strong proficiency in Java, Python or any JVM-based language.Proficiency with front-end technologies such as HTML, CSS, Javascript and React is highly desirable.Solid understanding of RESTful API design and development.Experience with both SQL/NoSQL databases (MongoDB, Redis, OracleDB preferred).Experience with AWS services (ex: EC2, S3, Lambda, API Gateway, SQS, RDS).Experience with AWS Kinesis Data Streams (KDS).Experience with testing tools like JUnit, unittest and mock tools like Mockito, MagicMock and so on.Excellent problem-solving and debugging skillFHF Benefits:Great Perks – We offer generous salaries, social activities, monthly lunches, and a robust employee recognition and talent development program to enhance your career with us.Culture - We are believers in maintaining a healthy work-life balance. While we work hard and care deeply about our customers and partners, we want you to have room for your family, friends, and yourself.Growth - Company growth provides unprecedented career growth. FHF’s extraordinary year over year growth in revenue and new markets provides opportunity for you to establish and develop your career growth. We engage each employee to build a career plan that benefits everyone, and we have a proven record of investing inyou.Diversity and InclusionFHF is committed to building a culture that respects and embraces all walks of life, inclusive of all genders, race, culture, age, sexual orientation, and other identities. We will make accommodations when interviewing anyone with special needs.",https://br.indeed.com/viewjob?jk=1a556ef057fe7c2e&q=Desenvolvedor+Python&l=S%C3%A3o+Paulo%2C+SP&tk=1j6nqqo8kgnqs83u&from=web&advn=689572453069798&adid=451746271&ad=-6NYlbfkN0Dl5fZaZjrag2gWfgYaO97yVWt_ZSEP44bpS_FstDyyEoOAheIDaLUUNamq7LQPSnqyPU-BbzCjDJWSAkKMFfymIyDJ7TUMqczx35mAHYtCtXey1YP_H8JcWGB5K4_roVSEQy7HGRwxYAet7KOww__hDlTfGRxuVGwz10N--hxa_tjxd7t0KYtUDOS2hamo9CfBYTyLzRaO34N3FVf_oK3-8oBKFcHgZXqb5-oH8U5dSMer8llDHfQ8PSInY0JfhlVQufEzKkjxWmxmKJIbPALBX3P8Y79qmWGZ9kSBQh1OBI0D60tMRNVHFs6yhwtKZ46NjN-w2OoNAhUPZWlmU5SN448p6W3Fk4sxCj3p0o5G12U-igaes2LSRs966SVGTXbDRcbg9oCbwLdxTEQUToPo6_6ncItSO3Hpd7PERFgnyWfxttJp-7qpAGq-uwLRm2SYhkDVdB2oG2kEYnyYYWWnfCQOXgj2ioOfcyr1nEHQGtJmrCDV_1YPKYNutId2bVbDKM8HOLwWui1EOPUYQtbrQI_Nd6ZwoCD6zh0PeAAxUg%3D%3D&sjdu=L8y54uRCiXp8qRNAlALZuBOk3u_dSv3zmrPOCdVBGBf3Iyb8b8UuSWqPxqVwl-ge&acatk=1j6nqqrt7gini802&pub=4a1b367933fd867b19b072952f68dceb&camk=UoKtGZLa3XLadu2j0Tr9iw%3D%3D&xkcb=SoB76_M3sX9k0ESEWR0KbzkdCdPP&xpse=SoAh6_I3sX9kpmyww50PbzkdCdPP&xfps=09c5068e-7d83-4641-a6a5-c3943346be91&vjs=3,2025-10-04 11:43:22,Indeed.com,Não Informado,Desenvolvedor Python
Desenvolvedor(a) de Software - AI Innovation and Engineering,Dell,"São Paulo, SP",N/A,N/A,N/A,N/A,"Ensino superior completo em Ciência da Computação, Engenharia ou área STEM(Science, Technology, Engineering and Maths), comconclusão a partir de setembro de 2024 | Domínio avançado de inglês(extensa interação com equipes globais) - envie seu currículo em Inglês | Conhecimento sólido de lógica de programação e padrões | Experiência em dois ou mais dos seguintes tecnologias: Go, Java, Ruby, JavaScript, C++, Bash, Python, C, ou outros.","Desenvolvedor(a) de Software - AI Innovation and EngineeringA equipe de AI Innovation and Engineering do Brasil é uma parte dinâmica e desafiadora da Chief AI Office da Dell Technologies. Nós lideramos a pesquisa e a inovação para o futuro da Dell Technologies em um ambiente de alta visibilidade e alta colaboração. Trabalhamos de forma estreita com uma equipe global de cientistas de dados, especialistas em engajamento com clientes, e engenheiros e arquitetos de hardware e software de classe mundial.Na Dell Technologies, há inúmeros desafios e recompensas. Oportunidades em todo o mundo. Uma equipe impulsionada pela colaboração. Uma cultura que estimula a inovação e valoriza um ambiente de trabalho diverso e inclusivo. Nós somos compostos por pessoas fortes e inteligentes, dedicadas a fazer o seu melhor trabalho e a impulsionar o sucesso de nossos clientes.Junte-se a nós comoDesenvolvedor(a) de Softwareem nossa equipe deAI Innovation and Engineering, emEldorado do Sul/RS ou São Paulo/SP (modelo presencial),para fazer o melhor trabalho da sua carreira e gerar um impacto social profundo.O que você conquistaráComo Desenvolvedor(a) de Software na Dell, sua principal missão será desenvolver novas tecnologias, criar demonstrações de conceito e desenvolver casos de uso para impulsionar o futuro da empresa em termos de tecnologia. Nós buscamos profissionais que sejam confortáveis em aprender e se adaptar rapidamente às demandas de um ambiente empresarial que está constantemente evoluindo. Às vezes trabalharemos com código de baixo nível, enquanto no dia seguinte desenvolveremos um novo design de interface de usuário. Você colaborará com gerentes de produto, líderes, engenheiros e cientistas de dados, bem como líderes de tecnologia, estrategistas e partes interessadas para impulsionar o desenvolvimento de tecnologia com uma mentalidade ágil e uma abertura para experimentações rápidas.Você irá:Trabalhar em estreita colaboração com outros desenvolvedores como parte de uma equipe multifuncional, bem como com Gestão de Produtos e Liderança, para tomar decisões e compartilhar seu trabalhoEntregar insights e demonstrações de conceito para testar novas tecnologiasRevisar e implementar estratégias de teste para produtos de softwareRotacionar por meio de diferentes projetos e tecnologiasDê o primeiro passo para sua carreira dos sonhosTodas as pessoas da nossa equipe agregam algo único. Veja o que estamos buscando para esta posição:Requisitos essenciaisEnsino superior completo em Ciência da Computação, Engenharia ou área STEM(Science, Technology, Engineering and Maths), comconclusão a partir de setembro de 2024;Domínio avançado de inglês(extensa interação com equipes globais) - envie seu currículo em Inglês;Conhecimento sólido de lógica de programação e padrões;Experiência em dois ou mais dos seguintes tecnologias: Go, Java, Ruby, JavaScript, C++, Bash, Python, C, ou outros.Quem somosAcreditamos que cada pessoa tem o poder de gerar impacto. É por isso que colocamos as pessoas da nossa equipe no centro de tudo o que fazemos. Se você está procurando uma oportunidade de desenvolver a sua carreira em um ambiente de trabalho inclusivo e diverso, com a tecnologia mais avançada do setor, estamos procurando por você.A Dell Technologies é uma família única de empresas que ajuda pessoas e organizações a transformar a forma como trabalham, vivem e se divertem. Junte-se a nós para construir um futuro que funcione para todas as pessoas, porque o progresso precisa de nós.Prazo para candidatura:14 de Outubro de 2025.A Dell Technologies está comprometida com o princípio de oportunidades iguais de emprego para todas as pessoas, e em fornecer às pessoas da equipe um ambiente de trabalho livre de discriminação e assédio. Leia a nossa Política de Oportunidades de Emprego aqui.Job ID:R251250",https://br.indeed.com/viewjob?jk=a13f5045147123b3&tk=1j6nqr5hqgbrk802&from=serp&vjs=3&advn=2745595512304110&adid=429592920&ad=-6NYlbfkN0AgWdHB-1Gn00exb8huEpxfx2g-_385e5PlrYs2PG9d-6EGCfQzQUreNeVlknxWoCug7oxMelf1wdvwERE9zHOCed3hlTBeAYYGUvOZhkq0dWtR2t9OaEO3Hm5SW0gtJ-E5FHHqhC80DomuVJZwxzeNWvh_pSZ7WSTxxcCR7hRsUz5hZqN9MRE8KHYZE1oidFpZ6LUArEFxPOqndTZgBpQ8KOpuC6G_3LYB723CDZyn331SzKzuW952qsa41n0Du8ubjgoW8XrzC10tpUDRzvUSfWFIfT7c35qkw7Jq50rEjqWuIqP_mDkMCL-nz6QgHte7rYKsaf4dUYWzEr0RdZ9aT30ILebnHYiekYwfi2ZXSwh00kmT2PjkhMaX0lvlqUZeSB06JSqXjEtTmWePbFgAmCL17eeXqDgMNumtEJyylGOXGX7DOwOfpUs2STC_RA-y70w_hnRfRsZCDv1ckF0BEKYSit5PLfT8j8Ut6r4jRs_6xawPncpjmCtXISdA3sCDJKdGNvVrxWRLnzHFTMU9HzcAFGpBvZU=&xkcb=SoDm6_M3sX9k0ESEWR0JbzkdCdPP&xpse=SoCC6_I3sX9jaoSCAJ0PbzkdCdPP&sjdu=QWF4TUFyrHvH7u082A4fa-SCl1XnwLHUgUWLv51VwRM,2025-10-04 11:43:30,Indeed.com,Não Informado,Desenvolvedor Python
Desenvolvedor(a) Back-end Jr,Pontotel,"São Paulo, SP",A partir de R$ 4.200 por mês,N/A,Home Office,Auxílio-creche | Assistência médica | Assistência odontológica | Seguro de vida | Vale-alimentação | Trabalho remoto | Horário flexível,"Ensino superior completo | Disciplina para executar tarefas do dia a dia | Organização e proatividade | Boa comunicação interpessoal | Experiência em Python | Conhecimento de API REST: | Conhecimento de Banco de dados (SQL e NoSQL). | Desenvolvimento de novas funcionalidades para o sistema | Manutenção e melhoria de código de funcionalidades existente | Desenvolvimento de testes unitários para o sistema | Auxiliar a equipe de suporte e implantação com questões internas e necessidades de clientes. | Testes unitários | ️ Pacote de Saúde Física e Mental – Wellhub, Psicologia Viva e Conexa Saúde | Papo com time de Talentos & Performance | Etapa técnica com Liderança | Etapa Cultural | Etapa com Gestão | Proposta","Somos uma plataforma de ponto que começa com P de Pessoas, porque são elas que nos motivam a criar o futuro do trabalho.Nossa missão étransformar a relação das organizações com o tempo, oferecendo uma gestão de frequência centrada nas pessoas. Aqui, o ponto deixa de ser uma burocracia e se torna uma ferramenta de confiança, planejamento e bem-estar. Por isso, buscamos continuamente novas formas de facilitar a rotina dos times de RH, líderes e profissionais responsáveis pelo controle de jornada, entregando não apenas tecnologia, mas soluções que realmente fazem a diferença.NOSSA CULTURAAcreditamos que pessoas satisfeitas, motivadas e produtivas são o ponto de partida para qualquer grande realização. Por isso, valorizamos a flexibilidade, a autonomia e a diversidade, promovendo um ambiente inclusivo, onde todos são bem-vindos e incentivados a serem quem realmente são. Nossos valores se complementam e guiam cada passo da nossa jornada.Comfoco no impacto, priorizamos o que realmente importa com objetividade e senso crítico, enquanto incentivamos o protagonismo individual, onde com motivação, resiliência e aprendizado contínuo, vocêconstrói a cadeira que quer sentar. Aqui ocompromisso é nosso ponto de encontro, acreditamos na força da colaboração, do apoio mútuo e da liderança pelo exemplo. Movidos pelaengenhosidade que transforma, buscamos soluções criativas e simples, mesmo diante dos desafios e colocamos aspessoas no centro, com empatia, leveza e transparência em cada interação, sempre sustentados pela ética e pela responsabilidade que garantem asegurança para construir o futurodo trabalho, ponto a ponto.Impacto · Protagonismo · Compromisso · Engenhosidade · Pessoas • SegurançaSOBRE A VAGA:Aqui, você terá a oportunidade de crescer e contribuir para a construção de um ambiente colaborativo, descontraído e desafiador. Valorizamos a troca de ideias e o trabalho em equipe, onde cada voz é ouvida e respeitada. Nosso foco é ir além do óbvio, desafiando constantemente o status quo e incentivando a busca por soluções inovadoras. Se você está em busca de um lugar onde suas ideias realmente importam e você pode impactar o futuro, venha fazer parte do nosso time!RESPONSABILIDADES E ATRIBUIÇÕESDesenvolvimento de novas funcionalidades para o sistema;Manutenção e melhoria de código de funcionalidades existente;Desenvolvimento de testes unitários para o sistema;Auxiliar a equipe de suporte e implantação com questões internas e necessidades de clientes.REQUISITOS E QUALIFICAÇÕESEnsino superior completo;Disciplina para executar tarefas do dia a dia;Organização e proatividade;Boa comunicação interpessoal;Experiência em Python;Conhecimento de API REST:Conhecimento de Banco de dados (SQL e NoSQL).Não é obrigatório, masseria legal se você tivesse...Testes unitários;GIT;BENEFÍCIOS E DIFERENCIAISAqui na Pontotel, você tem a liberdade do trabalho remoto e a flexibilidade de horário – dentro do horário comercial, além de uma série de benefícios focados em melhorar sua qualidade de vida.Vale Alimentação – Cartão Caju;Auxílio Home Office – Cartão Caju;Happy hour online por nossa conta – Cartão Caju;Plano de Saúde e Odontológico – Seguros Unimed;️ Pacote de Saúde Física e Mental – Wellhub, Psicologia Viva e Conexa Saúde;Plano de Carreira em formato de Y;️ Seguro de Vida;Auxílio Creche;‍‍‍ Licença maternidade e paternidade estendida;Plano de Saúde pro seu pet;Dia de folga no mês do seu aniversário;Acesso ao SESC.ETAPAS DO PROCESSO SELETIVO:Papo com time de Talentos & Performance;Etapa técnica com Liderança;Etapa Cultural;Etapa com Gestão;PropostaLocalizaçãoSão Paulo, SP, BR",https://br.indeed.com/viewjob?jk=44a95c1781d9da13&from=serp&vjs=3,2025-10-04 11:43:41,Indeed.com,Não Informado,Desenvolvedor Python
Desenvolvedor Python Junior - Trabalho Remoto,BairesDev,"São Paulo, SP",N/A,N/A,Home Office,N/A,"Desenvolver e manter aplicativos Python, com foco na escrita de código limpo, eficiente e bem documentado. | Colaborar com equipes de desenvolvimento em diversos projetos, contribuindo para diferentes etapas do ciclo de vida do software. | Identificar e solucionar bugs, participando da implementação de soluções e otimizações. | Participar de revisões de código, tanto revisando o de outros quanto tendo o seu revisado, para manter uma alta qualidade de software e as aprender melhores práticas. | Manter-se atualizado sobre novos frameworks e bibliotecas Python. Aplicar essas tecnologias com eficácia em projetos novos e existentes. | Participar ativamente de reuniões e discussões de equipe, contribuindo com ideias e feedback para melhorar o desenvolvimento do projeto. | 1 ano de experiência com Python. | Bom entendimento sobre algoritmos básicos e estruturas de dados. | Conhecimento básico sobre sistemas de controle de versão, preferencialmente Git. | Capacidade de resolver problemas de forma eficaz e aprender novas tecnologias rapidamente. | Bom nível de inglês.","Há mais de 15 anos, a BairesDev® é líder em projetos tecnológicos. Entregamos soluções inovadoras para gigantes como Google e Rolls-Royce e as startups mais inovadoras do Vale do Silício.Temos uma equipe diversa de mais de 4.000 profissionais formada pelo Top 1% dos talentos de tecnologia do mundo, trabalhando remotamente em cargos de impacto global.Ao se candidatar para este cargo, você está dando o primeiro passo em um processo que vai além do comum. Nosso objetivo é alinhar suas paixões, habilidades, e expectativas às nossas vagas, colocando você no caminho para desenvolver uma carreira de sucesso excepcional.Desenvolvedor Python Junior na BairesDevJunte-se à nossa equipe, seja nosso novo Desenvolvedor Python Junior. Aqui você vai ter a oportunidade de se destacar em Python e frameworks principais. Suas contribuições vão impactar diretamente o desenvolvimento de aplicativos de ponta, tudo isso enquanto colabora estreitamente com uma equipe experiente e colaborativa.Suas atribuições:Desenvolver e manter aplicativos Python, com foco na escrita de código limpo, eficiente e bem documentado.Colaborar com equipes de desenvolvimento em diversos projetos, contribuindo para diferentes etapas do ciclo de vida do software.Identificar e solucionar bugs, participando da implementação de soluções e otimizações.Participar de revisões de código, tanto revisando o de outros quanto tendo o seu revisado, para manter uma alta qualidade de software e as aprender melhores práticas.Manter-se atualizado sobre novos frameworks e bibliotecas Python. Aplicar essas tecnologias com eficácia em projetos novos e existentes.Participar ativamente de reuniões e discussões de equipe, contribuindo com ideias e feedback para melhorar o desenvolvimento do projeto.Esperamos que você tenha:1 ano de experiência com Python.Bom entendimento sobre algoritmos básicos e estruturas de dados.Conhecimento básico sobre sistemas de controle de versão, preferencialmente Git.Capacidade de resolver problemas de forma eficaz e aprender novas tecnologias rapidamente.Bom nível de inglês.Como tornamos seu trabalho (e sua vida) mais fácil:- Modalidade 100% remota - trabalhe de qualquer lugar.Excelente remuneração em USD ou na sua moeda local, como preferir.Hardware para você trabalhar de casa.- Horários flexíveis - faça seu próprio horário.Licença parental remunerada, férias, e feriados nacionais.Ambiente de trabalho inovador e multicultural.Colabore e aprenda com o Top 1% global dos talentos de cada área.Ambiente de apoio com mentoria, promoções, desenvolvimento de habilidades, e diversas oportunidades de crescimento.Junte-se a uma equipe global onde seus talentos excepcionais podem se destacar!",https://br.indeed.com/viewjob?jk=65735f1392277fed&from=serp&vjs=3,2025-10-04 11:43:46,Indeed.com,Não Informado,Desenvolvedor Python
Programador Python,Curriculum.com.br,"São Paulo, SP",R$ 8.001 por mês,N/A,Home Office,Trabalho remoto,N/A,"Estamos contratando Desenvolvedor Python/Django Sênior para atuar em uma squad de desenvolvimento ágil. Entendemos que para essa evolução, é necessário experiência avançada em: • Python; • Django; Inglês avançado. Home Office. Tem interesse?Candidate-se a nossa vaga que teremos o grande prazer de dividir essa experiência com você. “Grandes coisas em termos de negócios nunca são feitas por uma pessoa. São feitas por uma equipe de pessoas Estamos contratando Desenvolvedor Python/Django Sênior para atuar em uma squad de desenvolvimento ágil. Entendemos que para essa evolução, é necessário experiência avançada em: • Python; • Django; Inglês avançado.Home Office. Tem interesse? Candidate-se a nossa vaga que teremos o grande prazer de dividir essa experiência com você. “Grandes coisas em termos de negócios nunca são feitas por uma pessoa.São feitas por uma equipe de pessoas",https://br.indeed.com/viewjob?jk=fcc5ecd4c2e916e8&from=serp&vjs=3,2025-10-04 11:43:52,Indeed.com,Não Informado,Desenvolvedor Python
Desenvolvedor Whatsapp/Python/LLMS,Credits Brasil Gestão e Inteligência de Dados,"São Paulo, SP",N/A,N/A,Home Office,N/A,"Desenvolver e manter integrações do WhatsApp (APIs e frameworks relacionados). | Criar e otimizar fluxos de atendimento automatizados com Python. | Implementar soluções baseadas em LLMs (Large Language Models) para análise de documentos, textos e imagens. | Trabalhar em conjunto com a equipe de produto e design para melhorar continuamente a experiência do usuário. | Participar de revisões de código, contribuir para boas práticas e propor melhorias técnicas. | Experiência em desenvolvimento backend com Python. | Conhecimento em APIs de mensageria (preferencialmente WhatsApp Business API / Meta API). | Experiência com LLMs. | Capacidade de estruturar soluções escaláveis e seguras. | Familiaridade com Git e metodologias ágeis. | Diferenciais: | Residir em São Paulo (para encontros presenciais ocasionais). | Experiência em projetos de segurança digital, antifraude ou fintechs. | Conhecimentos em infraestrutura cloud. | Experiência prévia em startups ou ambientes de inovação.","Responsabilidades:Desenvolver e manter integrações do WhatsApp (APIs e frameworks relacionados).Criar e otimizar fluxos de atendimento automatizados com Python.Implementar soluções baseadas em LLMs (Large Language Models) para análise de documentos, textos e imagens.Trabalhar em conjunto com a equipe de produto e design para melhorar continuamente a experiência do usuário.Participar de revisões de código, contribuir para boas práticas e propor melhorias técnicas.Requisitos:Requisitos:Experiência em desenvolvimento backend com Python.Conhecimento em APIs de mensageria (preferencialmente WhatsApp Business API / Meta API).Experiência com LLMs.Capacidade de estruturar soluções escaláveis e seguras.Familiaridade com Git e metodologias ágeis.Diferenciais:Residir em São Paulo (para encontros presenciais ocasionais).Experiência em projetos de segurança digital, antifraude ou fintechs.Conhecimentos em infraestrutura cloud.Experiência prévia em startups ou ambientes de inovação.",https://br.indeed.com/viewjob?jk=a7514ab6ba6759b0&from=serp&vjs=3,2025-10-04 11:43:57,Indeed.com,Não Informado,Desenvolvedor Python
Desenvolvedor Python,ONR,"São Paulo, SP",N/A,N/A,Home Office,Auxílio-creche | Assistência médica | Assistência odontológica | Seguro de vida | Vale-refeição | Vale-alimentação | Trabalho remoto,"Atuar na construção dos softwares, com os times de desenvolvimento, utilizando os padrões de arquitetura definidos | Irá analisar e gerar Reports dos códigos construídos | Assegurar que os padrões de desenvolvimento estão sendo aplicados nos softwares | Irá conhecer os serviços em C#, .NET ou PHP, apoiar na criação da documentação e refatorar em Python no padrão estabelecido | Apoiar time em decisões técnicas com o objetivo de evoluir os sistemas. | Graduação completa em Ciência da Computação, Engenharia de Sistemas ou áreas relacionadas | Pós graduação na área será um diferencial | Ter no mínimo 3 anos de experiência na função | Melhores prática no desenvolvimento Python envolvendo FastAPI e bibliotecas de apoio como: Alembic, SQLAlchemy para a criação de microserviços | Conhecimento em conceitos SSO (Single Sign On) para usuários e aplicações | Conhecimento em contêiners e microserviços | Habilidade em comunicação com equipes | Análise de LOGs de aplicação para diagnósticos de problemas críticos | Experiência com banco de dados relacionais e não-relacionais | Experiência com testes unitários | Experiência na utilização de metodologias ágeis como Scrum e Kanban.","Descrição:Este profissional será responsável por criar, implementar e manter sistemas de software usando a linguagem de programação Python. Suas tarefas incluem a escrita e o teste de código, a resolução de problemas, o desenvolvimento de algoritmos eficientes e a colaboração com outros membros da equipe de desenvolvimento para criar soluções de software inovadoras e funcionais.Funções e responsabilidades:Atuar na construção dos softwares, com os times de desenvolvimento, utilizando os padrões de arquitetura definidos;Irá analisar e gerar Reports dos códigos construídos;Assegurar que os padrões de desenvolvimento estão sendo aplicados nos softwares;Irá conhecer os serviços em C#, .NET ou PHP, apoiar na criação da documentação e refatorar em Python no padrão estabelecido;Apoiar time em decisões técnicas com o objetivo de evoluir os sistemas.Requisitos:Requisitos:Graduação completa em Ciência da Computação, Engenharia de Sistemas ou áreas relacionadas;Pós graduação na área será um diferencial;Ter no mínimo 3 anos de experiência na função;Melhores prática no desenvolvimento Python envolvendo FastAPI e bibliotecas de apoio como: Alembic, SQLAlchemy para a criação de microserviços;Conhecimento em conceitos SSO (Single Sign On) para usuários e aplicações;Conhecimento em contêiners e microserviços;Habilidade em comunicação com equipes;Análise de LOGs de aplicação para diagnósticos de problemas críticos;Experiência com banco de dados relacionais e não-relacionais;Experiência com testes unitários;Experiência na utilização de metodologias ágeis como Scrum e Kanban.BenefíciosBenefícios:Assistência Médica;Assistência Odontológica;Vale Alimentação / Refeição;Auxílio Home Office;Seguro de Vida;TotalPass;Parceria FIAP e Faculdade Impacta;Auxílio Creche;Auxílio para filhos PcD.",https://br.indeed.com/viewjob?jk=a899b5b784b7d7e6&from=serp&vjs=3,2025-10-04 11:44:02,Indeed.com,Não Informado,Desenvolvedor Python
Desenvolvedor(a) Back-End (Python / FastAPI),TECHRX RECRUITING,"São Paulo, SP",N/A,N/A,Home Office,Assistência médica | Trabalho remoto,"Desenvolver, implementar e manter sistemase APIs utilizando Python e FastAPI. | Projetar arquiteturas escaláveis e seguras para back-end. | Escrever código limpo, eficientee sustentável, alinhadoàs melhores práticas. | Participar ativamente do planejamento técnico e da estimativa de tarefas. | Construir e integrar APIs RESTful com outros sistemase serviços. | Colaborar com a equipe em code reviews e resolução de problemas técnicos. | Análise e implementação de algoritmos e na integração com modelos de LLMs. | Identificar oportunidades de melhoriastécnicas para aumentara eficiência e a qualidadedas aplicações. | Python 3: domínioda linguagem, orientação a objetos e estruturas de dados. | FastAPI: experiência comprovada no desenvolvimento de APIs performáticas e seguras. | Bancos de Dados: experiência com relacionais (PostgreSQL, MySQL) e/ou NoSQL (MongoDB). | APIs RESTful: construção e consumo, incluindoautenticação, versionamento e boas práticas. | Testes Automatizados: prática com pytest ou unittest, garantindo cobertura de código. | Versionamento: domínio de Git e boas práticas de colaboração em times de desenvolvimento. | Integração com LLMs: noções de consumo de APIs de modelos de linguagem (OpenAI, Anthropic, etc.) e pré-processamento de entradas/saídas. | Experiência em plataformas de nuvem (AWS, GCP, Azure). | Familiaridade com conteinerização via Docker. | Vivência em metodologias ágeis (Scrum, Kanban). | Conhecimento em pipelines de CI/CD. | Noções de arquitetura orientada a microsserviços.","Nosso cliente é uma empresa brasileira de tecnologia.O(a) Desenvolvedor(a) Back-End será responsável por projetar, desenvolver e manter aplicações web robustas e escaláveis, utilizando Python e FastAPI como tecnologias principais. Atuará de forma estratégica em todo o ciclo de vida do desenvolvimento de software, garantindo qualidade, segurançae performance. Além disso, terá a oportunidade de explorar integrações com modelos de LLM (Large Language Models) em projetos inovadores de IA.Requisitos:Principais ResponsabilidadesDesenvolver, implementar e manter sistemase APIs utilizando Python e FastAPI.Projetar arquiteturas escaláveis e seguras para back-end.Escrever código limpo, eficientee sustentável, alinhadoàs melhores práticas.Participar ativamente do planejamento técnico e da estimativa de tarefas.Construir e integrar APIs RESTful com outros sistemase serviços.Colaborar com a equipe em code reviews e resolução de problemas técnicos.Análise e implementação de algoritmos e na integração com modelos de LLMs.Identificar oportunidades de melhoriastécnicas para aumentara eficiência e a qualidadedas aplicações.Competências Técnicas EssenciaisPython 3: domínioda linguagem, orientação a objetos e estruturas de dados.FastAPI: experiência comprovada no desenvolvimento de APIs performáticas e seguras.Bancos de Dados: experiência com relacionais (PostgreSQL, MySQL) e/ou NoSQL (MongoDB).APIs RESTful: construção e consumo, incluindoautenticação, versionamento e boas práticas.Testes Automatizados: prática com pytest ou unittest, garantindo cobertura de código.Versionamento: domínio de Git e boas práticas de colaboração em times de desenvolvimento.Integração com LLMs: noções de consumo de APIs de modelos de linguagem (OpenAI, Anthropic, etc.) e pré-processamento de entradas/saídas.Competências DiferenciaisExperiência em plataformas de nuvem (AWS, GCP, Azure).Familiaridade com conteinerização via Docker.Vivência em metodologias ágeis (Scrum, Kanban).Conhecimento em pipelines de CI/CD.Noções de arquitetura orientada a microsserviços.Informações complementares:Jornada: segunda a sexta, horário comercial (8h–17h ou 9h–18h).Modalidade: 100% home office.Contratação: CLTBenefíciosCartão SwilePlano de saúde Sulamérica",https://br.indeed.com/viewjob?jk=43c83c7f441c757a&from=serp&vjs=3,2025-10-04 11:44:07,Indeed.com,Não Informado,Desenvolvedor Python
